config_id,dish,placement_id,placement_x,placement_y,cost_g,cost_not_g,p_cook,lambda_param,max_timesteps,U_full,U_oracle,U_inference_ablation,U_efficiency_ablation
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,OnionSalad,4,1,2,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,OnionSalad,5,2,2,33,33,0.5,1.0,100,-49.5,-33.0,-49.5,0.5
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,OnionSalad,6,3,2,35,31,0.017986209962091555,1.0,100,-65.44242749117517,-35.0,-50.5,0.017986209962091555
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,OnionSalad,7,4,2,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,OnionSalad,8,1,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,OnionSalad,9,2,3,43,61,0.9999999847700205,1.0,100,-43.00000092902875,-43.0,-73.5,0.9999999847700205
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,OnionSalad,10,3,3,45,45,0.5,1.0,100,-67.5,-45.0,-67.5,0.5
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,OnionSalad,11,4,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,TomatoSalad,0,1,1,39,33,0.002472623156634774,1.0,100,-71.91840343583105,-39.0,-55.5,0.002472623156634774
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,TomatoSalad,1,2,1,37,39,0.8807970779778824,1.0,100,-41.648913958862586,-37.0,-56.5,0.8807970779778824
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,TomatoSalad,2,3,1,35,39,0.9820137900379085,1.0,100,-35.70146218852157,-35.0,-54.5,0.9820137900379085
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,TomatoSalad,3,4,1,33,39,0.9975273768433651,1.0,100,-33.09643230310876,-33.0,-52.5,0.9975273768433651
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,TomatoSalad,4,1,2,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,TomatoSalad,5,2,2,33,33,0.5,1.0,100,-49.5,-33.0,-49.5,0.5
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,TomatoSalad,6,3,2,31,35,0.9820137900379083,1.0,100,-31.629517348673208,-31.0,-48.5,0.9820137900379083
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,TomatoSalad,7,4,2,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,TomatoSalad,8,1,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,TomatoSalad,9,2,3,61,43,1.522997951276035e-08,1.0,100,-103.99999934511088,-61.0,-82.5,1.522997951276035e-08
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,TomatoSalad,10,3,3,45,45,0.5,1.0,100,-67.5,-45.0,-67.5,0.5
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,TomatoSalad,11,4,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,OnionSalad,0,1,1,100,32,2.937482111710803e-30,1.0,100,-132.0,-100.0,-116.0,2.937482111710803e-30
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,OnionSalad,1,2,1,42,28,8.315280276641322e-07,1.0,100,-69.99997671721522,-42.0,-56.0,8.315280276641322e-07
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,OnionSalad,2,3,1,40,28,6.144174602214717e-06,1.0,100,-67.99982796311113,-40.0,-54.0,6.144174602214717e-06
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,OnionSalad,3,4,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,OnionSalad,4,1,2,44,34,4.5397868702434395e-05,1.0,100,-77.99845647246411,-44.0,-61.0,4.5397868702434395e-05
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,OnionSalad,5,2,2,40,30,4.5397868702434395e-05,1.0,100,-69.99863806393893,-40.0,-55.0,4.5397868702434395e-05
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,OnionSalad,6,3,2,38,26,6.144174602214717e-06,1.0,100,-63.99984025146034,-38.0,-51.0,6.144174602214717e-06
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,OnionSalad,7,4,2,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,OnionSalad,8,1,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,OnionSalad,9,2,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,OnionSalad,10,3,3,42,28,8.315280276641322e-07,1.0,100,-69.99997671721522,-42.0,-56.0,8.315280276641322e-07
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,OnionSalad,11,4,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,TomatoSalad,0,1,1,32,100,1.0,1.0,100,-32.0,-32.0,-82.0,1.0
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,TomatoSalad,1,2,1,28,42,0.9999991684719723,1.0,100,-28.00003492417716,-28.0,-49.0,0.9999991684719723
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,TomatoSalad,2,3,1,28,40,0.9999938558253977,1.0,100,-28.000245766984094,-28.0,-48.0,0.9999938558253977
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,TomatoSalad,3,4,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,TomatoSalad,4,1,2,34,44,0.9999546021312976,1.0,100,-34.00199750622291,-34.0,-56.0,0.9999546021312976
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,TomatoSalad,5,2,2,30,40,0.9999546021312976,1.0,100,-30.001815914748097,-30.0,-50.0,0.9999546021312976
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,TomatoSalad,6,3,2,26,38,0.9999938558253978,1.0,100,-26.000233478634883,-26.0,-45.0,0.9999938558253978
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,TomatoSalad,7,4,2,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,TomatoSalad,8,1,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,TomatoSalad,9,2,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,TomatoSalad,10,3,3,28,42,0.9999991684719723,1.0,100,-28.00003492417716,-28.0,-49.0,0.9999991684719723
b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f,TomatoSalad,11,4,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,OnionSalad,0,1,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,OnionSalad,1,2,1,31,33,0.8807970779778824,1.0,100,-34.93369642672988,-31.0,-47.5,0.8807970779778824
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,OnionSalad,2,3,1,31,37,0.9975273768433652,1.0,100,-31.091487056795486,-31.0,-49.5,0.9975273768433652
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,OnionSalad,3,4,1,31,39,0.9996646498695335,1.0,100,-31.013078655088194,-31.0,-50.5,0.9996646498695335
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,OnionSalad,4,1,2,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,OnionSalad,5,2,2,27,33,0.9975273768433652,1.0,100,-27.081596564168947,-27.0,-43.5,0.9975273768433652
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,OnionSalad,6,3,2,29,37,0.9996646498695335,1.0,100,-29.01240795482726,-29.0,-47.5,0.9996646498695335
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,OnionSalad,7,4,2,29,39,0.9999546021312975,1.0,100,-29.001770516879397,-29.0,-48.5,0.9999546021312975
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,OnionSalad,8,1,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,OnionSalad,9,2,3,35,47,0.9999938558253978,1.0,100,-35.000288776206304,-35.0,-58.5,0.9999938558253978
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,OnionSalad,10,3,3,35,51,0.999999887464838,1.0,100,-35.00000573929326,-35.0,-60.5,0.999999887464838
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,OnionSalad,11,4,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,TomatoSalad,0,1,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,TomatoSalad,1,2,1,33,31,0.11920292202211756,1.0,100,-60.304709417314356,-33.0,-48.5,0.11920292202211756
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,TomatoSalad,2,3,1,37,31,0.0024726231566347743,1.0,100,-67.92334868214432,-37.0,-52.5,0.0024726231566347743
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,TomatoSalad,3,4,1,39,31,0.00033535013046647805,1.0,100,-69.98960414595554,-39.0,-54.5,0.00033535013046647805
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,TomatoSalad,4,1,2,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,TomatoSalad,5,2,2,33,27,0.0024726231566347743,1.0,100,-59.93323917477086,-33.0,-46.5,0.0024726231566347743
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,TomatoSalad,6,3,2,37,29,0.0003353501304664781,1.0,100,-65.99027484621647,-37.0,-51.5,0.0003353501304664781
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,TomatoSalad,7,4,2,39,29,4.5397868702434395e-05,1.0,100,-67.99868346180763,-39.0,-53.5,4.5397868702434395e-05
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,TomatoSalad,8,1,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,TomatoSalad,9,2,3,47,35,6.144174602214718e-06,1.0,100,-81.99978495388892,-47.0,-64.5,6.144174602214718e-06
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,TomatoSalad,10,3,3,51,35,1.12535162055095e-07,1.0,100,-85.99999606126933,-51.0,-68.5,1.12535162055095e-07
ccd95ed1-36b4-46f6-a2fc-fd3f110cda80,TomatoSalad,11,4,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
e5abe513-7271-4d97-8f41-c67d5dc744c7,OnionSalad,0,1,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
e5abe513-7271-4d97-8f41-c67d5dc744c7,OnionSalad,1,2,1,59,59,0.5,1.0,100,-88.5,-59.0,-88.5,0.5
e5abe513-7271-4d97-8f41-c67d5dc744c7,OnionSalad,2,3,1,59,59,0.5,1.0,100,-88.5,-59.0,-88.5,0.5
e5abe513-7271-4d97-8f41-c67d5dc744c7,OnionSalad,3,4,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
e5abe513-7271-4d97-8f41-c67d5dc744c7,OnionSalad,4,1,2,55,49,0.0024726231566347743,1.0,100,-103.8788414653249,-55.0,-79.5,0.0024726231566347743
e5abe513-7271-4d97-8f41-c67d5dc744c7,OnionSalad,5,2,2,51,45,0.002472623156634774,1.0,100,-95.88873195795144,-51.0,-73.5,0.002472623156634774
e5abe513-7271-4d97-8f41-c67d5dc744c7,OnionSalad,6,3,2,51,45,0.002472623156634774,1.0,100,-95.88873195795144,-51.0,-73.5,0.002472623156634774
e5abe513-7271-4d97-8f41-c67d5dc744c7,OnionSalad,7,4,2,57,45,6.144174602214717e-06,1.0,100,-101.99972351214291,-57.0,-79.5,6.144174602214717e-06
e5abe513-7271-4d97-8f41-c67d5dc744c7,OnionSalad,8,1,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
e5abe513-7271-4d97-8f41-c67d5dc744c7,OnionSalad,9,2,3,53,47,0.0024726231566347748,1.0,100,-99.88378671163817,-53.0,-76.5,0.0024726231566347748
e5abe513-7271-4d97-8f41-c67d5dc744c7,OnionSalad,10,3,3,53,47,0.0024726231566347748,1.0,100,-99.88378671163817,-53.0,-76.5,0.0024726231566347748
e5abe513-7271-4d97-8f41-c67d5dc744c7,OnionSalad,11,4,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
e5abe513-7271-4d97-8f41-c67d5dc744c7,TomatoSalad,0,1,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
e5abe513-7271-4d97-8f41-c67d5dc744c7,TomatoSalad,1,2,1,59,59,0.5,1.0,100,-88.5,-59.0,-88.5,0.5
e5abe513-7271-4d97-8f41-c67d5dc744c7,TomatoSalad,2,3,1,59,59,0.5,1.0,100,-88.5,-59.0,-88.5,0.5
e5abe513-7271-4d97-8f41-c67d5dc744c7,TomatoSalad,3,4,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
e5abe513-7271-4d97-8f41-c67d5dc744c7,TomatoSalad,4,1,2,49,55,0.9975273768433652,1.0,100,-49.13599427361491,-49.0,-76.5,0.9975273768433652
e5abe513-7271-4d97-8f41-c67d5dc744c7,TomatoSalad,5,2,2,45,51,0.9975273768433651,1.0,100,-45.12610378098838,-45.0,-70.5,0.9975273768433651
e5abe513-7271-4d97-8f41-c67d5dc744c7,TomatoSalad,6,3,2,45,51,0.9975273768433651,1.0,100,-45.12610378098838,-45.0,-70.5,0.9975273768433651
e5abe513-7271-4d97-8f41-c67d5dc744c7,TomatoSalad,7,4,2,45,57,0.9999938558253978,1.0,100,-45.000350217952324,-45.0,-73.5,0.9999938558253978
e5abe513-7271-4d97-8f41-c67d5dc744c7,TomatoSalad,8,1,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
e5abe513-7271-4d97-8f41-c67d5dc744c7,TomatoSalad,9,2,3,47,53,0.9975273768433653,1.0,100,-47.131049027301636,-47.0,-73.5,0.9975273768433653
e5abe513-7271-4d97-8f41-c67d5dc744c7,TomatoSalad,10,3,3,47,53,0.9975273768433653,1.0,100,-47.131049027301636,-47.0,-73.5,0.9975273768433653
e5abe513-7271-4d97-8f41-c67d5dc744c7,TomatoSalad,11,4,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,OnionSalad,0,1,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,OnionSalad,1,2,1,49,33,1.1253516205509498e-07,1.0,100,-81.99999628633965,-49.0,-65.5,1.1253516205509498e-07
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,OnionSalad,2,3,1,49,35,8.315280276641322e-07,1.0,100,-83.99997089651903,-49.0,-66.5,8.315280276641322e-07
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,OnionSalad,3,4,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,OnionSalad,4,1,2,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,OnionSalad,5,2,2,47,43,0.017986209962091555,1.0,100,-89.22659297163005,-47.0,-68.5,0.017986209962091555
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,OnionSalad,6,3,2,41,35,0.0024726231566347743,1.0,100,-75.91345818951778,-41.0,-58.5,0.0024726231566347743
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,OnionSalad,7,4,2,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,OnionSalad,8,1,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,OnionSalad,9,2,3,51,39,6.144174602214717e-06,1.0,100,-89.99976037719051,-51.0,-70.5,6.144174602214717e-06
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,OnionSalad,10,3,3,39,41,0.8807970779778824,1.0,100,-43.88731980290682,-39.0,-59.5,0.8807970779778824
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,OnionSalad,11,4,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,TomatoSalad,0,1,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,TomatoSalad,1,2,1,33,49,0.9999998874648379,1.0,100,-33.00000551422294,-33.0,-57.5,0.9999998874648379
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,TomatoSalad,2,3,1,35,49,0.9999991684719725,1.0,100,-35.00004074487335,-35.0,-59.5,0.9999991684719725
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,TomatoSalad,3,4,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,TomatoSalad,4,1,2,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,TomatoSalad,5,2,2,43,47,0.9820137900379085,1.0,100,-43.8453518682183,-43.0,-66.5,0.9820137900379085
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,TomatoSalad,6,3,2,35,41,0.9975273768433652,1.0,100,-35.101377549422025,-35.0,-55.5,0.9975273768433652
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,TomatoSalad,7,4,2,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,TomatoSalad,8,1,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,TomatoSalad,9,2,3,39,51,0.9999938558253978,1.0,100,-39.00031335290471,-39.0,-64.5,0.9999938558253978
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,TomatoSalad,10,3,3,41,39,0.11920292202211756,1.0,100,-75.35108604113742,-41.0,-60.5,0.11920292202211756
e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5,TomatoSalad,11,4,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
