config_id,dish,placement_id,placement_x,placement_y,cost_g,cost_not_g,p_cook,lambda_param,max_timesteps,U_full,U_oracle,U_inference_ablation,U_efficiency_ablation
74b431e8-e8ca-48fd-b5b4-ab6f32563faf,TomatoSalad,5,2,2,32,30,0.11920292202211755,1.0,100,-58.42391233933647,-32.0,-47.0,0.11920292202211755
74b431e8-e8ca-48fd-b5b4-ab6f32563faf,TomatoSalad,6,3,2,34,26,0.00033535013046647805,1.0,100,-59.991280896607876,-34.0,-47.0,0.00033535013046647805
74b431e8-e8ca-48fd-b5b4-ab6f32563faf,TomatoSalad,7,4,2,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
74b431e8-e8ca-48fd-b5b4-ab6f32563faf,TomatoSalad,8,1,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
74b431e8-e8ca-48fd-b5b4-ab6f32563faf,TomatoSalad,9,2,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
74b431e8-e8ca-48fd-b5b4-ab6f32563faf,TomatoSalad,10,3,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
74b431e8-e8ca-48fd-b5b4-ab6f32563faf,TomatoSalad,11,4,3,30,22,0.0003353501304664781,1.0,100,-51.99262229712974,-30.0,-41.0,0.0003353501304664781
908ba92f-7e3f-40cf-a293-86847bd7f04f,OnionSalad,0,1,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
908ba92f-7e3f-40cf-a293-86847bd7f04f,OnionSalad,1,2,1,57,49,0.0003353501304664781,1.0,100,-105.98356784360715,-57.0,-81.5,0.0003353501304664781
908ba92f-7e3f-40cf-a293-86847bd7f04f,OnionSalad,2,3,1,59,49,4.5397868702434395e-05,1.0,100,-107.99777550443358,-59.0,-83.5,4.5397868702434395e-05
908ba92f-7e3f-40cf-a293-86847bd7f04f,OnionSalad,3,4,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
908ba92f-7e3f-40cf-a293-86847bd7f04f,OnionSalad,4,1,2,41,41,0.5,1.0,100,-61.5,-41.0,-61.5,0.5
908ba92f-7e3f-40cf-a293-86847bd7f04f,OnionSalad,5,2,2,53,41,6.144174602214717e-06,1.0,100,-93.9997480888413,-53.0,-73.5,6.144174602214717e-06
908ba92f-7e3f-40cf-a293-86847bd7f04f,OnionSalad,6,3,2,53,45,0.0003353501304664781,1.0,100,-97.984909244129,-53.0,-75.5,0.0003353501304664781
908ba92f-7e3f-40cf-a293-86847bd7f04f,OnionSalad,7,4,2,55,51,0.01798620996209156,1.0,100,-105.08270329193333,-55.0,-80.5,0.01798620996209156
908ba92f-7e3f-40cf-a293-86847bd7f04f,OnionSalad,8,1,3,53,41,6.144174602214717e-06,1.0,100,-93.9997480888413,-53.0,-73.5,6.144174602214717e-06
908ba92f-7e3f-40cf-a293-86847bd7f04f,OnionSalad,9,2,3,53,45,0.0003353501304664781,1.0,100,-97.984909244129,-53.0,-75.5,0.0003353501304664781
908ba92f-7e3f-40cf-a293-86847bd7f04f,OnionSalad,10,3,3,53,53,0.5,1.0,100,-79.5,-53.0,-79.5,0.5
908ba92f-7e3f-40cf-a293-86847bd7f04f,OnionSalad,11,4,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
908ba92f-7e3f-40cf-a293-86847bd7f04f,TomatoSalad,0,1,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
908ba92f-7e3f-40cf-a293-86847bd7f04f,TomatoSalad,1,2,1,49,57,0.9996646498695336,1.0,100,-49.019114957436585,-49.0,-77.5,0.9996646498695336
908ba92f-7e3f-40cf-a293-86847bd7f04f,TomatoSalad,2,3,1,49,59,0.9999546021312976,1.0,100,-49.00267847425344,-49.0,-78.5,0.9999546021312976
908ba92f-7e3f-40cf-a293-86847bd7f04f,TomatoSalad,3,4,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
908ba92f-7e3f-40cf-a293-86847bd7f04f,TomatoSalad,4,1,2,41,41,0.5,1.0,100,-61.5,-41.0,-61.5,0.5
908ba92f-7e3f-40cf-a293-86847bd7f04f,TomatoSalad,5,2,2,41,53,0.9999938558253977,1.0,100,-41.00032564125392,-41.0,-67.5,0.9999938558253977
908ba92f-7e3f-40cf-a293-86847bd7f04f,TomatoSalad,6,3,2,45,53,0.9996646498695336,1.0,100,-45.01777355691472,-45.0,-71.5,0.9996646498695336
908ba92f-7e3f-40cf-a293-86847bd7f04f,TomatoSalad,7,4,2,51,55,0.9820137900379085,1.0,100,-51.989241547915036,-51.0,-78.5,0.9820137900379085
908ba92f-7e3f-40cf-a293-86847bd7f04f,TomatoSalad,8,1,3,41,53,0.9999938558253977,1.0,100,-41.00032564125392,-41.0,-67.5,0.9999938558253977
908ba92f-7e3f-40cf-a293-86847bd7f04f,TomatoSalad,9,2,3,45,53,0.9996646498695336,1.0,100,-45.01777355691472,-45.0,-71.5,0.9996646498695336
908ba92f-7e3f-40cf-a293-86847bd7f04f,TomatoSalad,10,3,3,53,53,0.5,1.0,100,-79.5,-53.0,-79.5,0.5
908ba92f-7e3f-40cf-a293-86847bd7f04f,TomatoSalad,11,4,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
923da982-5016-4456-980f-fe08463be1e4,OnionSalad,0,1,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
923da982-5016-4456-980f-fe08463be1e4,OnionSalad,1,2,1,43,51,0.9996646498695335,1.0,100,-43.01710285665379,-43.0,-68.5,0.9996646498695335
923da982-5016-4456-980f-fe08463be1e4,OnionSalad,2,3,1,39,49,0.9999546021312976,1.0,100,-39.002224495566416,-39.0,-63.5,0.9999546021312976
923da982-5016-4456-980f-fe08463be1e4,OnionSalad,3,4,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
923da982-5016-4456-980f-fe08463be1e4,OnionSalad,4,1,2,39,45,0.9975273768433652,1.0,100,-39.111268042048565,-39.0,-61.5,0.9975273768433652
923da982-5016-4456-980f-fe08463be1e4,OnionSalad,5,2,2,37,43,0.9975273768433651,1.0,100,-37.1063227957353,-37.0,-58.5,0.9975273768433651
923da982-5016-4456-980f-fe08463be1e4,OnionSalad,6,3,2,37,41,0.9820137900379083,1.0,100,-37.73743460844576,-37.0,-57.5,0.9820137900379083
923da982-5016-4456-980f-fe08463be1e4,OnionSalad,7,4,2,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
923da982-5016-4456-980f-fe08463be1e4,OnionSalad,8,1,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
923da982-5016-4456-980f-fe08463be1e4,OnionSalad,9,2,3,45,45,0.5,1.0,100,-67.5,-45.0,-67.5,0.5
923da982-5016-4456-980f-fe08463be1e4,OnionSalad,10,3,3,41,41,0.5,1.0,100,-61.5,-41.0,-61.5,0.5
923da982-5016-4456-980f-fe08463be1e4,OnionSalad,11,4,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
923da982-5016-4456-980f-fe08463be1e4,TomatoSalad,0,1,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
923da982-5016-4456-980f-fe08463be1e4,TomatoSalad,1,2,1,51,43,0.00033535013046647805,1.0,100,-93.98557994438994,-51.0,-72.5,0.00033535013046647805
923da982-5016-4456-980f-fe08463be1e4,TomatoSalad,2,3,1,49,39,4.5397868702434395e-05,1.0,100,-87.99822948312061,-49.0,-68.5,4.5397868702434395e-05
923da982-5016-4456-980f-fe08463be1e4,TomatoSalad,3,4,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
923da982-5016-4456-980f-fe08463be1e4,TomatoSalad,4,1,2,45,39,0.0024726231566347743,1.0,100,-83.90356769689124,-45.0,-64.5,0.0024726231566347743
923da982-5016-4456-980f-fe08463be1e4,TomatoSalad,5,2,2,43,37,0.0024726231566347743,1.0,100,-79.90851294320451,-43.0,-61.5,0.0024726231566347743
923da982-5016-4456-980f-fe08463be1e4,TomatoSalad,6,3,2,41,37,0.01798620996209156,1.0,100,-77.33451023140262,-41.0,-59.5,0.01798620996209156
923da982-5016-4456-980f-fe08463be1e4,TomatoSalad,7,4,2,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
923da982-5016-4456-980f-fe08463be1e4,TomatoSalad,8,1,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
923da982-5016-4456-980f-fe08463be1e4,TomatoSalad,9,2,3,45,45,0.5,1.0,100,-67.5,-45.0,-67.5,0.5
923da982-5016-4456-980f-fe08463be1e4,TomatoSalad,10,3,3,41,41,0.5,1.0,100,-61.5,-41.0,-61.5,0.5
923da982-5016-4456-980f-fe08463be1e4,TomatoSalad,11,4,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,OnionSalad,0,1,1,31,31,0.5,1.0,100,-46.5,-31.0,-46.5,0.5
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,OnionSalad,1,2,1,33,33,0.5,1.0,100,-49.5,-33.0,-49.5,0.5
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,OnionSalad,2,3,1,33,35,0.8807970779778824,1.0,100,-37.17210227077412,-33.0,-50.5,0.8807970779778824
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,OnionSalad,3,4,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,OnionSalad,4,1,2,29,29,0.5,1.0,100,-43.5,-29.0,-43.5,0.5
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,OnionSalad,5,2,2,31,31,0.5,1.0,100,-46.5,-31.0,-46.5,0.5
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,OnionSalad,6,3,2,33,33,0.5,1.0,100,-49.5,-33.0,-49.5,0.5
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,OnionSalad,7,4,2,37,100,1.0,1.0,100,-37.0,-37.0,-87.0,1.0
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,OnionSalad,8,1,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,OnionSalad,9,2,3,37,29,0.0003353501304664781,1.0,100,-65.99027484621647,-37.0,-51.5,0.0003353501304664781
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,OnionSalad,10,3,3,39,31,0.00033535013046647805,1.0,100,-69.98960414595554,-39.0,-54.5,0.00033535013046647805
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,OnionSalad,11,4,3,100,33,7.984904245686979e-30,1.0,100,-133.0,-100.0,-116.5,7.984904245686979e-30
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,TomatoSalad,0,1,1,31,31,0.5,1.0,100,-46.5,-31.0,-46.5,0.5
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,TomatoSalad,1,2,1,33,33,0.5,1.0,100,-49.5,-33.0,-49.5,0.5
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,TomatoSalad,2,3,1,35,33,0.11920292202211755,1.0,100,-64.06630357327012,-35.0,-51.5,0.11920292202211755
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,TomatoSalad,3,4,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,TomatoSalad,4,1,2,29,29,0.5,1.0,100,-43.5,-29.0,-43.5,0.5
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,TomatoSalad,5,2,2,31,31,0.5,1.0,100,-46.5,-31.0,-46.5,0.5
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,TomatoSalad,6,3,2,33,33,0.5,1.0,100,-49.5,-33.0,-49.5,0.5
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,TomatoSalad,7,4,2,100,37,4.359610000063081e-28,1.0,100,-137.0,-100.0,-118.5,4.359610000063081e-28
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,TomatoSalad,8,1,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,TomatoSalad,9,2,3,29,37,0.9996646498695335,1.0,100,-29.01240795482726,-29.0,-47.5,0.9996646498695335
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,TomatoSalad,10,3,3,31,39,0.9996646498695335,1.0,100,-31.013078655088194,-31.0,-50.5,0.9996646498695335
94e306f0-ad75-49ba-b2f1-553a5ce7c9c5,TomatoSalad,11,4,3,33,100,1.0,1.0,100,-33.0,-33.0,-83.0,1.0
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,OnionSalad,0,1,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,OnionSalad,1,2,1,52,34,1.522997951276035e-08,1.0,100,-85.9999994821807,-52.0,-69.0,1.522997951276035e-08
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,OnionSalad,2,3,1,56,38,1.522997951276035e-08,1.0,100,-93.99999942126078,-56.0,-75.0,1.522997951276035e-08
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,OnionSalad,3,4,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,OnionSalad,4,1,2,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,OnionSalad,5,2,2,28,26,0.11920292202211755,1.0,100,-50.90072402742494,-28.0,-41.0,0.11920292202211755
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,OnionSalad,6,3,2,32,30,0.11920292202211755,1.0,100,-58.42391233933647,-32.0,-47.0,0.11920292202211755
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,OnionSalad,7,4,2,36,34,0.11920292202211757,1.0,100,-65.94710065124801,-36.0,-53.0,0.11920292202211757
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,OnionSalad,8,1,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,OnionSalad,9,2,3,28,28,0.5,1.0,100,-42.0,-28.0,-42.0,0.5
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,OnionSalad,10,3,3,32,32,0.5,1.0,100,-48.0,-32.0,-48.0,0.5
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,OnionSalad,11,4,3,36,36,0.5,1.0,100,-54.0,-36.0,-54.0,0.5
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,TomatoSalad,0,1,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,TomatoSalad,1,2,1,34,52,0.9999999847700205,1.0,100,-34.00000079195893,-34.0,-60.0,0.9999999847700205
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,TomatoSalad,2,3,1,38,56,0.9999999847700205,1.0,100,-38.000000852878856,-38.0,-66.0,0.9999999847700205
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,TomatoSalad,3,4,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,TomatoSalad,4,1,2,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,TomatoSalad,5,2,2,26,28,0.8807970779778825,1.0,100,-29.337681816619288,-26.0,-40.0,0.8807970779778825
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,TomatoSalad,6,3,2,30,32,0.8807970779778824,1.0,100,-33.81449350470776,-30.0,-46.0,0.8807970779778824
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,TomatoSalad,7,4,2,34,36,0.8807970779778825,1.0,100,-38.29130519279623,-34.0,-52.0,0.8807970779778825
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,TomatoSalad,8,1,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,TomatoSalad,9,2,3,28,28,0.5,1.0,100,-42.0,-28.0,-42.0,0.5
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,TomatoSalad,10,3,3,32,32,0.5,1.0,100,-48.0,-32.0,-48.0,0.5
9869c018-45e4-4d69-80fb-dc3e7ac8cb03,TomatoSalad,11,4,3,36,36,0.5,1.0,100,-54.0,-36.0,-54.0,0.5
9ea49cb3-212e-452f-908a-09b81601fe45,OnionSalad,0,1,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
9ea49cb3-212e-452f-908a-09b81601fe45,OnionSalad,1,2,1,31,41,0.9999546021312975,1.0,100,-31.001861312616803,-31.0,-51.5,0.9999546021312975
9ea49cb3-212e-452f-908a-09b81601fe45,OnionSalad,2,3,1,37,41,0.9820137900379083,1.0,100,-37.73743460844576,-37.0,-57.5,0.9820137900379083
9ea49cb3-212e-452f-908a-09b81601fe45,OnionSalad,3,4,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
9ea49cb3-212e-452f-908a-09b81601fe45,OnionSalad,4,1,2,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
9ea49cb3-212e-452f-908a-09b81601fe45,OnionSalad,5,2,2,29,29,0.5,1.0,100,-43.5,-29.0,-43.5,0.5
9ea49cb3-212e-452f-908a-09b81601fe45,OnionSalad,6,3,2,29,29,0.5,1.0,100,-43.5,-29.0,-43.5,0.5
9ea49cb3-212e-452f-908a-09b81601fe45,OnionSalad,7,4,2,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
9ea49cb3-212e-452f-908a-09b81601fe45,OnionSalad,8,1,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
9ea49cb3-212e-452f-908a-09b81601fe45,OnionSalad,9,2,3,41,29,6.144174602214718e-06,1.0,100,-69.99982181893654,-41.0,-55.5,6.144174602214718e-06
9ea49cb3-212e-452f-908a-09b81601fe45,OnionSalad,10,3,3,41,29,6.144174602214718e-06,1.0,100,-69.99982181893654,-41.0,-55.5,6.144174602214718e-06
9ea49cb3-212e-452f-908a-09b81601fe45,OnionSalad,11,4,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
9ea49cb3-212e-452f-908a-09b81601fe45,TomatoSalad,0,1,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
9ea49cb3-212e-452f-908a-09b81601fe45,TomatoSalad,1,2,1,41,31,4.539786870243439e-05,1.0,100,-71.99859266607022,-41.0,-56.5,4.539786870243439e-05
9ea49cb3-212e-452f-908a-09b81601fe45,TomatoSalad,2,3,1,41,37,0.01798620996209156,1.0,100,-77.33451023140262,-41.0,-59.5,0.01798620996209156
9ea49cb3-212e-452f-908a-09b81601fe45,TomatoSalad,3,4,1,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
9ea49cb3-212e-452f-908a-09b81601fe45,TomatoSalad,4,1,2,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
9ea49cb3-212e-452f-908a-09b81601fe45,TomatoSalad,5,2,2,29,29,0.5,1.0,100,-43.5,-29.0,-43.5,0.5
9ea49cb3-212e-452f-908a-09b81601fe45,TomatoSalad,6,3,2,29,29,0.5,1.0,100,-43.5,-29.0,-43.5,0.5
9ea49cb3-212e-452f-908a-09b81601fe45,TomatoSalad,7,4,2,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
9ea49cb3-212e-452f-908a-09b81601fe45,TomatoSalad,8,1,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
9ea49cb3-212e-452f-908a-09b81601fe45,TomatoSalad,9,2,3,29,41,0.9999938558253978,1.0,100,-29.000251911158692,-29.0,-49.5,0.9999938558253978
9ea49cb3-212e-452f-908a-09b81601fe45,TomatoSalad,10,3,3,29,41,0.9999938558253978,1.0,100,-29.000251911158692,-29.0,-49.5,0.9999938558253978
9ea49cb3-212e-452f-908a-09b81601fe45,TomatoSalad,11,4,3,100,100,0.5,1.0,100,-150.0,-100.0,-150.0,0.5
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,OnionSalad,0,1,1,33,39,0.9975273768433651,1.0,100,-33.09643230310876,-33.0,-52.5,0.9975273768433651
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,OnionSalad,1,2,1,39,37,0.11920292202211756,1.0,100,-71.58949188518164,-39.0,-57.5,0.11920292202211756
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,OnionSalad,2,3,1,39,35,0.01798620996209156,1.0,100,-73.3704826513268,-39.0,-56.5,0.01798620996209156
a3f0e9a9-0cec-4adb-855a-238beeba7bf9,OnionSalad,3,4,1,39,33,0.002472623156634774,1.0,100,-71.91840343583105,-39.0,-55.5,0.002472623156634774
